K00001	E1.1.1.1, adh	alcohol dehydrogenase [EC:
K00491	nos	nitric-oxide synthase, bacterial [EC:
K00493	E1.14.14.1	unspecific monooxygenase [EC:
K00494	luxA	alkanal monooxygenase alpha chain [EC:
K00496	alkB1_2	alkane 1-monooxygenase [EC:
K00497	CYP11B1	steroid 11beta-monooxygenase [EC:
K00498	CYP11A1	cholesterol monooxygenase (side-chain-cleaving) [EC:
K00499	CMO	choline monooxygenase [EC:
K00500	PAH	phenylalanine-4-hydroxylase [EC:
K00501	TH	tyrosine 3-monooxygenase [EC:
K00502	TPH2 	tryptophan 5-monooxygenase [EC:
K00503	DBH	dopamine beta-monooxygenase [EC:
K00504	PAM	peptidylglycine monooxygenase [EC:
K00505	TYR	tyrosinase [EC:
K00506	TYRP1	tyrosinase-related protein 1 [EC:1.14.18.-]
K00507	SCD 	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:
K00508	E1.14.19.3	linoleoyl-CoA desaturase [EC:
K00509	PTGS1	prostaglandin-endoperoxide synthase 1 [EC:
K00510	HMOX1	heme oxygenase 1 [EC:
K00511	SQLE	squalene monooxygenase [EC:
K00512	CYP17A1	steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:
K00513	CYP21A2	steroid 21-monooxygenase [EC:
K00514	ZDS, crtQ	zeta-carotene desaturase [EC:
K00515	BCO1	beta-carotene 15,15'-dioxygenase [EC:
K00517	E1.14.-.-	NA
K00518	sodN	nickel superoxide dismutase [EC:
K00520	merA	mercuric reductase [EC:
K00521	E1.16.1.7	ferric-chelate reductase [EC:
K00522	FTH1	ferritin heavy chain [EC:
K00523	ascD, ddhD, rfbI	CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:
K00524	nrdJ	ribonucleotide reductase, class II [EC:
K00525	E1.17.4.1A, nrdA, nrdE	ribonucleoside-diphosphate reductase alpha chain [EC:
K00526	E1.17.4.1B, nrdB, nrdF	ribonucleoside-diphosphate reductase beta chain [EC:
K00527	nrdD	ribonucleoside-triphosphate reductase [EC:
K00528	fpr	ferredoxin/flavodoxin---NADP+ reductase [EC:
K00529	hcaD	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:
K00531	anfG	nitrogenase delta subunit [EC:
K00532	E1.12.7.2	ferredoxin hydrogenase [EC:
K00533	E1.12.7.2L	ferredoxin hydrogenase large subunit [EC:
K00534	E1.12.7.2S	ferredoxin hydrogenase small subunit [EC:
K00537	ARSC1, arsC	arsenate reductase [EC:
K00541	NNMT	nicotinamide N-methyltransferase [EC:
K00542	GAMT	guanidinoacetate N-methyltransferase [EC:
K00543	ASMT	acetylserotonin N-methyltransferase [EC:
K00544	BHMT	betaine-homocysteine S-methyltransferase [EC:
K00545	COMT	catechol O-methyltransferase [EC:
K00546	HNMT	histamine N-methyltransferase [EC:
K00547	BHMT2	homocysteine S-methyltransferase [EC:
K00548	MTR	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:
K00549	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:
K00550	OPI3	methylene-fatty-acyl-phospholipid synthase [EC:
K00551	PEMT	phosphatidylethanolamine N-methyltransferase [EC:
K00552	GNMT	glycine N-methyltransferase [EC:
K00553	PNMT	phenylethanolamine N-methyltransferase [EC:
K00554	trmD	tRNA (guanine37-N1)-methyltransferase [EC:
K00555	TRMT1	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:
K00556	trmH	tRNA (guanosine-2'-O-)-methyltransferase [EC:
K00557	trmA	tRNA (uracil-5-)-methyltransferase [EC:
K00558	DNMT1	DNA (cytosine-5)-methyltransferase 1 [EC:
K00559	E2.1.1.41, SMT1, ERG6	sterol 24-C-methyltransferase [EC:
K00560	TYMS	thymidylate synthase [EC:
K00561	ermC, ermA	23S rRNA (adenine-N6)-dimethyltransferase [EC:
K00562	INMT	methyltransferase [EC:
K00563	rlmA1	23S rRNA (guanine745-N1)-methyltransferase [EC:
K00564	rsmC	16S rRNA (guanine1207-N2)-methyltransferase [EC:
K00565	RNMT	mRNA (guanine-N7-)-methyltransferase [EC:
K00566	mnmA, trmU	tRNA-uridine 2-sulfurtransferase [EC:
K00567	MGMT	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:
K00568	ubiG	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:
K00569	TPMT	thiopurine S-methyltransferase [EC:
K00570	pmtA	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:
K00571	E2.1.1.72	site-specific DNA-methyltransferase (adenine-specific) [EC:
K00572	WNT7A 	wingless-type MMTV integration site family, member 7
K00573	PCMT1	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:
K00574	cfa	cyclopropane-fatty-acyl-phospholipid synthase [EC:
K00575	cheR	chemotaxis protein methyltransferase CheR [EC:
K00577	mtrA	tetrahydromethanopterin S-methyltransferase subunit A [EC:
K00578	mtrB	tetrahydromethanopterin S-methyltransferase subunit B [EC:
K00579	mtrC	tetrahydromethanopterin S-methyltransferase subunit C [EC:
K00580	mtrD	tetrahydromethanopterin S-methyltransferase subunit D [EC:
K00581	mtrE	tetrahydromethanopterin S-methyltransferase subunit E [EC:
K00582	mtrF	tetrahydromethanopterin S-methyltransferase subunit F [EC:
K00583	mtrG	tetrahydromethanopterin S-methyltransferase subunit G [EC:
K00584	mtrH	tetrahydromethanopterin S-methyltransferase subunit H [EC:
K00586	DPH5	diphthine methyl ester synthase [EC:
K00587	ICMT	protein-S-isoprenylcysteine O-methyltransferase [EC:
K00588	E2.1.1.104	caffeoyl-CoA O-methyltransferase [EC:
K00589	MET1	uroporphyrin-III C-methyltransferase [EC:
K00590	E2.1.1.113	site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:
K00591	COQ3	polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:
K00592	RBCMT	[ribulose-bisphosphate carboxylase]/[fructose-bisphosphate aldolase]-lysine N-methyltransferase [EC:
K00594	xyoA	xylitol oxidase [EC:
K00595	cobL	precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:
K00596	E4.1.1.64	2,2-dialkylglycine decarboxylase (pyruvate) [EC:
K00597	MTRR	methionine synthase reductase [EC:
K00598	tam	trans-aconitate 2-methyltransferase [EC:
K00599	METTL6	methyltransferase-like protein 6 [EC:2.1.1.-]
K00600	SHMT1 	glycine hydroxymethyltransferase [EC:
K00601	E2.1.2.2	phosphoribosylglycinamide formyltransferase [EC:
K00602	ATIC	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:
K00603	fctD	glutamate formiminotransferase [EC:
K00604	MTFMT	methionyl-tRNA formyltransferase [EC:
K00605	AMT	aminomethyltransferase [EC:
K00606	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:
K00608	pyrBI	aspartate carbamoyltransferase [EC:
K00609	pyrB, PYR2	aspartate carbamoyltransferase catalytic subunit [EC:
K00610	pyrI	aspartate carbamoyltransferase regulatory subunit
K00611	OTC	ornithine carbamoyltransferase [EC:
K00612	E2.1.3.-	carbamoyltransferase [EC:2.1.3.-]
K00613	GATM	glycine amidinotransferase [EC:
K00615	TKT 	transketolase [EC:
K00616	TALDO1	transaldolase [EC:
K00618	E2.3.1.1	amino-acid N-acetyltransferase [EC:
K00619	argA	amino-acid N-acetyltransferase [EC:
K00620	argJ	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:
K00621	GNPNAT1	glucosamine-phosphate N-acetyltransferase [EC:
K00622	NAT2 	arylamine N-acetyltransferase [EC:
K00623	CHAT	choline O-acetyltransferase [EC:
K00624	CRAT	carnitine O-acetyltransferase [EC:
K00625	E2.3.1.8, pta	phosphate acetyltransferase [EC:
K00626	ACAT1 	acetyl-CoA C-acetyltransferase [EC:
K00627	DLAT	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:
K00628	GLYAT	glycine N-acyltransferase / glycine N-benzoyltransferase [EC:
K00629	GPAT2 	glycerol-3-phosphate O-acyltransferase 1/2 [EC:
K00630	ATS1	glycerol-3-phosphate O-acyltransferase [EC:
K00631	plsB	glycerol-3-phosphate O-acyltransferase [EC:
K00632	fadA, fadI	acetyl-CoA acyltransferase [EC:
K00633	lacA	galactoside O-acetyltransferase [EC:
K00634	ptb	phosphate butyryltransferase [EC:
K00635	E2.3.1.20	diacylglycerol O-acyltransferase [EC:
K00637	SOAT1 	sterol O-acyltransferase [EC:
K00638	catB	chloramphenicol O-acetyltransferase type B [EC:
K00639	GCAT	glycine C-acetyltransferase [EC:
K00640	cysE	serine O-acetyltransferase [EC:
K00641	metX	homoserine O-acetyltransferase [EC:
K00643	ALAS1 	5-aminolevulinate synthase [EC:
K00645	MCAT	[acyl-carrier-protein] S-malonyltransferase [EC:
K00646	pksF	malonyl-ACP decarboxylase
K00647	fabB	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:
K00648	fabH	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:
K00649	GNPAT	glyceronephosphate O-acyltransferase [EC:
K00650	LCAT	lecithin-cholesterol acyltransferase [EC:
K00651	metA	homoserine O-succinyltransferase [EC:
K00652	bioF	8-amino-7-oxononanoate synthase [EC:
K00653	CDYL2 	chromodomain protein Y [EC:
K00654	SPTLC1 	serine palmitoyltransferase [EC:
K00655	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:
K00656	E2.3.1.54, pflD	formate C-acetyltransferase [EC:
K00657	SAT2 	diamine N-acetyltransferase [EC:
K00658	DLST	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:
K00659	BAAT	bile acid-CoA:amino acid N-acyltransferase [EC:
K00660	CHS	chalcone synthase [EC:
K00661	maa	maltose O-acetyltransferase [EC:
K00662	aacC	aminoglycoside 3-N-acetyltransferase [EC:
K00663	aacA	aminoglycoside 6'-N-acetyltransferase [EC:
K00664	E2.3.1.84	alcohol O-acetyltransferase [EC:
K00665	FASN	fatty acid synthase, animal type [EC:
K00666	ACSF2	fatty-acyl-CoA synthase [EC:6.2.1.-]
K00667	FAS2	fatty acid synthase subunit alpha, fungi type [EC:
K00668	FAS1	fatty acid synthase subunit beta, fungi type [EC:
K00669	AANAT	arylalkylamine N-acetyltransferase [EC:
K00670	NAA30	N-alpha-acetyltransferase 30 [EC:
K00671	NMT1 	glycylpeptide N-tetradecanoyltransferase [EC:
K00672	ftr	formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:
K00673	astA	arginine N-succinyltransferase [EC:
K00674	dapD	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase [EC:
K00675	nhoA	N-hydroxyarylamine O-acetyltransferase [EC:
K00677	lpxA	UDP-N-acetylglucosamine acyltransferase [EC:
K00678	LRAT	phosphatidylcholine-retinol O-acyltransferase [EC:
K00679	E2.3.1.158	phospholipid:diacylglycerol acyltransferase [EC:
K00681	GGT6 	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:
K00682	GGCT	gamma-glutamylcyclotransferase [EC:
K00683	QPCT 	glutaminyl-peptide cyclotransferase [EC:
K00684	aat	leucyl/phenylalanyl-tRNA---protein transferase [EC:
K00685	ATE1	arginyl-tRNA---protein transferase [EC:
K00686	tgl	protein-glutamine gamma-glutamyltransferase [EC:
K00687	pbp2B, penA	penicillin-binding protein 2B
K00688	PYGB 	glycogen phosphorylase [EC:
K00689	E2.4.1.5	dextransucrase [EC:
K00690	E2.4.1.7	sucrose phosphorylase [EC:
K00691	mapA	maltose phosphorylase [EC:
K00692	sacB	levansucrase [EC:
K00693	GYS1 	glycogen synthase [EC:
K00694	bcsA	cellulose synthase (UDP-forming) [EC:
K00695	E2.4.1.13	sucrose synthase [EC:
K00696	E2.4.1.14	sucrose-phosphate synthase [EC:
K00697	otsA	trehalose 6-phosphate synthase [EC:
K00698	CHS1	chitin synthase [EC:
K00699	UGT2B11 	glucuronosyltransferase [EC:
K00700	GBE1	1,4-alpha-glucan branching enzyme [EC:
K00701	cgt	cyclomaltodextrin glucanotransferase [EC:
K00702	E2.4.1.20	cellobiose phosphorylase [EC:
K00703	glgA	starch synthase [EC:
K00704	LALBA	alpha-lactalbumin [EC:
K00705	malQ	4-alpha-glucanotransferase [EC:
K00706	E2.4.1.34	1,3-beta-glucan synthase [EC:
K00709	ABO	histo-blood group ABO system transferase [EC:
K00710	POC1B-GALNT4 	polypeptide N-acetylgalactosaminyltransferase [EC:
K00712	tagE	poly(glycerol-phosphate) alpha-glucosyltransferase [EC:
K00713	waaD	UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.-]
K00714	WNT8A 	wingless-type MMTV integration site family, member 8
K00715	B3GALT4	ganglioside galactosyltransferase [EC:
K00716	FUT3	galactoside 3(4)-fucosyltransferase 3 [EC:
K00717	FUT8	glycoprotein 6-alpha-L-fucosyltransferase [EC:
K00718	FUT1 	galactoside 2-L-fucosyltransferase 1/2 [EC:
K00719	B3GALNT1	galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase [EC:
K00720	UGCG	ceramide glucosyltransferase [EC:
K00721	DPM1	dolichol-phosphate mannosyltransferase [EC:
K00722	GBGT1	globoside alpha-N-acetylgalactosaminyltransferase [EC:
K00725	B4GALNT1	(N-Acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase [EC:
K00726	MGAT1	alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:
K00727	GCNT1	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase [EC:
K00728	POMT1 	dolichyl-phosphate-mannose-protein mannosyltransferase [EC:
K00729	ALG5	dolichyl-phosphate beta-glucosyltransferase [EC:
K00730	OST4	oligosaccharyl transferase complex subunit OST4
K00731	C1GALT1	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase [EC:
K00733	B4GALT7	xylosylprotein 4-beta-galactosyltransferase [EC:
K00734	B3GALT6	galactosylxylosylprotein 3-beta-galactosyltransferase [EC:
K00735	B3GAT1	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 [EC:
K00736	MGAT2	alpha-1,6-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:
K00737	MGAT3	beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:
K00738	MGAT4B 	alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase A/B [EC:
K00739	B3GNT6	acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase [EC:
K00741	B3GNT2	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase [EC:
K00742	GCNT2	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase [EC:
K00743	GGTA1	N-acetyllactosaminide 3-alpha-galactosyltransferase [EC:
K00744	MGAT5	alpha-1,3(6)-mannosylglycoprotein beta-1,6-N-acetyl-glucosaminyltransferase [EC:
K00745	E2.4.1.166	raffinose-raffinose alpha-galactotransferase [EC:
K00746	CSGALNACT2 	chondroitin sulfate N-acetylgalactosaminyltransferase 1/2 [EC:
K00747	CHPF	chondroitin polymerizing factor [EC:
K00748	lpxB	lipid-A-disaccharide synthase [EC:
K00749	E2.4.1.183	alpha-1,3-glucan synthase [EC:
K00750	GYG1 	glycogenin [EC:
K00752	HAS1 	hyaluronan synthase [EC:
K00753	E2.4.1.214	glycoprotein 3-alpha-L-fucosyltransferase [EC:
K00756	pdp	pyrimidine-nucleoside phosphorylase [EC:
K00757	UPP2 	uridine phosphorylase [EC:
K00758	TYMP	thymidine phosphorylase [EC:
K00759	APRT	adenine phosphoribosyltransferase [EC:
K00760	HPRT1	hypoxanthine phosphoribosyltransferase [EC:
K00761	UPRT	uracil phosphoribosyltransferase [EC:
K00762	pyrE	orotate phosphoribosyltransferase [EC:
K00763	NAPRT	nicotinate phosphoribosyltransferase [EC:
K00764	PPAT	amidophosphoribosyltransferase [EC:
K00765	hisG	ATP phosphoribosyltransferase [EC:
K00766	trpD	anthranilate phosphoribosyltransferase [EC:
K00767	QPRT	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:
K00768	E2.4.2.21, cobU, cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:
K00769	gpt	xanthine phosphoribosyltransferase [EC:
K00770	E2.4.2.24	1,4-beta-D-xylan synthase [EC:
K00771	XYLT1 	protein xylosyltransferase [EC:
K00772	MTAP	5'-methylthioadenosine phosphorylase [EC:
K00773	QTRT1	queuine tRNA-ribosyltransferase [EC:
K00774	PARP16	poly [ADP-ribose] polymerase 16 [EC:
K00775	ART3	ADP-ribosyltransferase 3 [EC:
K00776	tox	NAD-diphthamide ADP-ribosyltransferase [EC:
K00778	ST6GAL1	beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 1) [EC:
K00779	ST6GAL2	beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 2) [EC:
K00780	ST3GAL1	beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 4A) [EC:
K00781	ST3GAL3	neolactotetraosylceramide alpha-2,3-sialyltransferase (sialyltransferase 6) [EC:
K00782	lldG	L-lactate dehydrogenase complex protein LldG
K00783	rlmH	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:
K00784	ELAC1 	ribonuclease Z [EC:
K00785	lst	beta-galactosamide-alpha-2,3-sialyltransferase [EC:2.4.99.-]
K00786	E2.4.-.-	NA
K00787	FDPS	farnesyl diphosphate synthase [EC:
K00788	thiE	thiamine-phosphate pyrophosphorylase [EC:
K00789	MAT2B 	S-adenosylmethionine synthetase [EC:
K00790	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:
K00791	TRIT1	tRNA dimethylallyltransferase [EC:
K00793	ribE, RIB5	riboflavin synthase [EC:
K00794	ribH, RIB4	6,7-dimethyl-8-ribityllumazine synthase [EC:
K00795	ispA	farnesyl diphosphate synthase [EC:
K00796	folP	dihydropteroate synthase [EC:
K00797	SRM	spermidine synthase [EC:
K00798	MMAB	cob(I)alamin adenosyltransferase [EC:
K00799	GSTO2 	glutathione S-transferase [EC:
K00800	aroA	3-phosphoshikimate 1-carboxyvinyltransferase [EC:
K00801	FDFT1	farnesyl-diphosphate farnesyltransferase [EC:
K00802	SMS	spermine synthase [EC:
K00803	AGPS	alkyldihydroxyacetonephosphate synthase [EC:
K00804	GGPS1	geranylgeranyl diphosphate synthase, type III [EC:
K00805	hepST	heptaprenyl diphosphate synthase [EC:
K00806	uppS	undecaprenyl diphosphate synthase [EC:
K00807	LTC4S	leukotriene-C4 synthase [EC:
K00808	hss	homospermidine synthase [EC:
K00809	DHPS	deoxyhypusine synthase [EC:
K00811	ASP5	aspartate aminotransferase, chloroplastic [EC:
K00812	aspB	aspartate aminotransferase [EC:
K00813	aspC	aspartate aminotransferase [EC:
K00814	GPT 	alanine transaminase [EC:
K00815	TAT	tyrosine aminotransferase [EC:
K00816	KYAT3 	kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:
K00817	hisC	histidinol-phosphate aminotransferase [EC:
K00818	E2.6.1.11, argD	acetylornithine aminotransferase [EC:
K00819	OAT	ornithine--oxo-acid transaminase [EC:
K00820	GFPT1 	glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:
K00821	argD	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:
K00822	E2.6.1.18	beta-alanine--pyruvate transaminase [EC:
K00823	puuE	4-aminobutyrate aminotransferase [EC:
K00824	dat	D-alanine transaminase [EC:
K00825	AADAT	kynurenine/2-aminoadipate aminotransferase [EC:
K00826	BCAT1 	branched-chain amino acid aminotransferase [EC:
K00827	AGXT2	alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:
K00830	AGXT	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:
K00831	PSAT1	phosphoserine aminotransferase [EC:
K00832	tyrB	aromatic-amino-acid transaminase [EC:
K00833	bioA	adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:
K00835	avtA	valine--pyruvate aminotransferase [EC:
K00836	ectB, dat	diaminobutyrate-2-oxoglutarate transaminase [EC:
K00838	ARO8	aromatic amino acid aminotransferase I [EC:
K00839	pucG	(S)-ureidoglycine-glyoxylate aminotransferase [EC:2.6.1.-]
K00840	astC	succinylornithine aminotransferase [EC:
K00841	patA	aminotransferase [EC:2.6.1.-]
K00842	E2.6.1.-E, patB	aminotransferase [EC:2.6.1.-]
K00844	HK1 	hexokinase [EC:
K00845	glk	glucokinase [EC:
K00846	KHK	ketohexokinase [EC:
K00847	E2.7.1.4, scrK	fructokinase [EC:
K00848	rhaB	rhamnulokinase [EC:
K00849	GALK1	galactokinase [EC:
K00850	PFKL 	6-phosphofructokinase 1 [EC:
K00851	IDNK	gluconokinase [EC:
K00852	RBKS	ribokinase [EC:
K00853	araB	L-ribulokinase [EC:
K00854	XYLB	xylulokinase [EC:
K00855	PRK, prkB	phosphoribulokinase [EC:
K00856	ADK	adenosine kinase [EC:
K00857	TK1 	thymidine kinase [EC:
K00858	NADK2 	NAD+ kinase [EC:
K00859	coaE	dephospho-CoA kinase [EC:
K00860	cysC	adenylylsulfate kinase [EC:
K00861	RFK	riboflavin kinase [EC:
K00862	eryA	erythritol kinase (D-erythritol 1-phosphate-forming) [EC:
K00863	TKFC	triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:
K00864	GK 	glycerol kinase [EC:
K00865	glxK, garK	glycerate 2-kinase [EC:
K00866	CKI1	choline kinase [EC:
K00867	coaA	type I pantothenate kinase [EC:
K00868	PDXK	pyridoxine kinase [EC:
K00869	MVK	mevalonate kinase [EC:
K00870	E2.7.1.37	protein kinase [EC:
K00871	PHKG1 	phosphorylase kinase gamma subunit [EC:
K00872	thrB1	homoserine kinase [EC:
K00873	PKM	pyruvate kinase [EC:
K00874	kdgK	2-dehydro-3-deoxygluconokinase [EC:
K00875	E2.7.1.47	D-ribulokinase [EC:
K00876	UCKL1 	uridine kinase [EC:
K00877	THI20	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase [EC:
K00878	thiM	hydroxyethylthiazole kinase [EC:
K00879	fucK	L-fuculokinase [EC:
K00880	lyxK	L-xylulokinase [EC:
K00881	alsK	allose kinase [EC:
K00882	fruK	1-phosphofructokinase [EC:
K00883	dgoK	2-dehydro-3-deoxygalactonokinase [EC:
K00884	NAGK	N-acetylglucosamine kinase [EC:
K00885	nanK	N-acylmannosamine kinase [EC:
K00886	ppgK	polyphosphate glucokinase [EC:
K00887	dgkA	undecaprenol kinase [EC:
K00888	PI4KA	phosphatidylinositol 4-kinase A [EC:
K00889	PIP5K1C 	1-phosphatidylinositol-4-phosphate 5-kinase [EC:
K00891	E2.7.1.71, aroK, aroL	shikimate kinase [EC:
K00892	gsk	inosine kinase [EC:
K00893	DCK	deoxycitidine kinase [EC:
K00894	ETNK2 	ethanolamine kinase [EC:
K00895	pfp, PFP	diphosphate-dependent phosphofructokinase [EC:
K00897	aphA	kanamycin kinase [EC:
K00898	PDK2 	pyruvate dehydrogenase kinase 2/3/4 [EC:
K00899	mtnK	5-methylthioribose kinase [EC:
K00900	E2.7.1.105, PFK	6-phosphofructo-2-kinase [EC:
K00901	DGKK 	diacylglycerol kinase (ATP) [EC:
K00902	DOLK	dolichol kinase [EC:
K00903	epsB	protein-tyrosine kinase [EC:
K00904	DGUOK	deoxyguanosine kinase [EC:
K00905	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase [EC:
K00906	aceK	isocitrate dehydrogenase kinase/phosphatase [EC:
K00907	MYLK4 	myosin-light-chain kinase [EC:
K00908	CAMKK1	calcium/calmodulin-dependent protein kinase kinase 1 [EC:
K00909	GRK7 	rhodopsin kinase [EC:
K00910	GRK2 	beta-adrenergic-receptor kinase [EC:
K00911	ITPKA 	1D-myo-inositol-triphosphate 3-kinase [EC:
K00912	lpxK	tetraacyldisaccharide 4'-kinase [EC:
K00913	ITPK1	inositol-1,3,4-trisphosphate 5/6-kinase / inositol-tetrakisphosphate 1-kinase [EC:
K00914	PIK3C3	phosphatidylinositol 3-kinase [EC:
K00915	IPMK	inositol-polyphosphate multikinase [EC:
K00916	CTK1	CTD kinase subunit alpha [EC:
K00917	lacC	tagatose 6-phosphate kinase [EC:
K00918	pfkC	ADP-dependent phosphofructokinase/glucokinase [EC:
K00919	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:
